timestamp,temperature_c,humidity,wind_speed,weather_description,pressure,cloud_cover,hour,day,month
2025-04-22 12:39:40,34.19,40,3.21,overcast clouds,1008,92,12,22,4
2025-04-22 12:40:47,34.19,40,3.21,overcast clouds,1008,92,12,22,4
2025-04-22 13:06:43,32.77,45,2.97,overcast clouds,1008,94,13,22,4
2025-04-23 09:00:12,28.71,58,1.7,overcast clouds,1012,50,9,23,4
2025-04-24 11:00:13,34.27,40,1.97,overcast clouds,1010,50,11,24,4
2025-04-24 13:00:16,37.85,27,2.41,overcast clouds,1006,50,13,24,4
2025-04-24 15:00:09,38.55,24,3.23,overcast clouds,1004,50,15,24,4
2025-04-26 03:00:19,26.06,46,0.44,overcast clouds,1008,50,3,26,4
2025-04-26 07:00:13,25.07,75,0.63,overcast clouds,1010,50,7,26,4
2025-04-27 11:00:08,35.83,28,1.88,overcast clouds,1009,50,11,27,4
2025-04-28 17:00:08,37.2,25,1.39,overcast clouds,1003,50,17,28,4
2025-04-28 19:00:11,30.39,45,0.86,light rain,1007,50,19,28,4
2025-04-28 21:00:06,28.01,58,0.86,light rain,1009,50,21,28,4
2025-04-28 23:00:15,26.67,64,0.38,light rain,1010,50,23,28,4
2025-04-29 09:00:11,25.87,75,1.29,overcast clouds,1012,50,9,29,4
2025-04-29 13:00:06,31.43,43,1.82,overcast clouds,1009,50,13,29,4
2025-04-29 15:00:14,32.01,42,1.69,light rain,1006,50,15,29,4
2025-04-30 01:00:09,24.36,70,0.82,overcast clouds,1008,50,1,30,4
2025-04-30 01:08:17,24.36,70,0.82,overcast clouds,1008,50,1,30,4
2025-04-30 03:00:11,23.86,71,0.34,overcast clouds,1007,50,3,30,4
2025-04-30 07:00:06,24.45,69,0.52,overcast clouds,1010,50,7,30,4
2025-04-30 09:00:05,28.53,57,1.8,overcast clouds,1011,50,9,30,4
2025-04-30 22:36:22,25.28,78,1.82,light rain,1010,50,22,30,4
2025-04-30 23:00:06,25.28,78,1.82,light rain,1010,50,23,30,4
2025-05-01 09:00:09,27.14,67,2.03,overcast clouds,1012,50,9,1,5
2025-05-01 09:53:14,29.02,61,2.47,overcast clouds,1012,50,9,1,5
2025-05-01 11:00:06,31.2,53,2.42,overcast clouds,1011,50,11,1,5
2025-05-01 13:00:04,35.0,38,2.82,overcast clouds,1008,50,13,1,5
2025-05-01 15:00:07,32.63,48,2.06,light rain,1006,50,15,1,5
2025-05-01 17:00:08,24.11,86,4.05,heavy intensity rain,1008,50,17,1,5
2025-05-03 03:00:07,23.25,83,0.84,overcast clouds,1011,50,3,3,5
2025-05-03 06:56:59,23.87,79,1.23,overcast clouds,1013,50,6,3,5
2025-05-03 07:00:04,23.87,79,1.23,overcast clouds,1013,50,7,3,5
2025-05-03 09:00:05,28.76,57,1.89,overcast clouds,1013,50,9,3,5
2025-05-04 09:00:25,28.71,52,1.57,overcast clouds,1012,50,9,4,5
2025-05-04 11:00:08,32.73,35,1.3,overcast clouds,1012,50,11,4,5
2025-05-04 13:00:08,36.49,25,1.77,overcast clouds,1009,50,13,4,5
2025-05-05 17:00:11,36.83,24,3.47,broken clouds,1006,50,17,5,5
2025-05-05 19:00:06,30.81,38,1.18,broken clouds,1009,50,19,5,5
2025-05-05 21:00:09,29.18,42,0.89,clear sky,1010,50,21,5,5
2025-05-05 23:00:08,28.22,45,1.01,scattered clouds,1011,50,23,5,5
2025-05-06 09:00:10,30.28,51,1.67,few clouds,1013,50,9,6,5
2025-05-06 19:00:06,30.6,33,0.67,broken clouds,1008,50,19,6,5
2025-05-07 03:00:08,26.11,49,0.79,overcast clouds,1010,50,3,7,5
2025-05-07 05:00:07,25.24,56,1.16,overcast clouds,1012,50,5,7,5
2025-05-07 07:00:07,26.3,56,0.74,overcast clouds,1012,50,7,7,5
2025-05-07 09:00:11,31.43,42,1.54,overcast clouds,1013,50,9,7,5
2025-05-07 17:00:07,33.16,38,2.38,broken clouds,1006,50,17,7,5
2025-05-07 23:00:08,24.8,74,1.91,broken clouds,1013,50,23,7,5
2025-05-08 11:00:12,34.89,33,2.37,scattered clouds,1011,50,11,8,5
2025-05-08 13:00:11,36.21,30,3.45,scattered clouds,1008,50,13,8,5
2025-05-08 15:00:06,35.38,32,2.97,overcast clouds,1006,50,15,8,5
2025-05-08 17:00:07,35.47,30,2.6,broken clouds,1006,50,17,8,5
2025-05-08 23:42:57,25.19,64,0.67,few clouds,1011,17,23,8,5
2025-05-08 23:51:04,25.19,64,0.67,few clouds,1011,17,23,8,5
2025-05-09 00:11:12,25.19,64,0.67,few clouds,1011,17,0,9,5
2025-05-09 00:12:49,25.19,64,0.67,few clouds,1011,17,0,9,5
2025-05-09 00:16:30,25.19,64,0.67,few clouds,1011,17,0,9,5
2025-05-09 00:19:28,25.19,64,0.67,few clouds,1011,17,0,9,5
2025-05-09 00:23:03,25.19,64,0.67,few clouds,1011,17,0,9,5
2025-05-09 00:28:42,25.19,64,0.67,few clouds,1011,17,0,9,5
2025-05-09 00:38:54,24.84,66,0.78,few clouds,1010,14,0,9,5
2025-05-09 00:52:02,25.53,61,0.83,clear sky,1010,7,0,9,5
2025-05-09 00:58:17,25.53,61,0.83,clear sky,1010,7,0,9,5
